DATE,REGION,VOL
2013-11-08,COFFE,0.00011462926941826087
2013-11-11,COFFE,0.000497697015731268
2013-11-12,COFFE,0.0002492062922220484
2013-11-13,COFFE,0.0004903717491299745
2013-11-14,COFFE,0.00017881562356133806
2013-11-15,COFFE,0.0004518149406056242
2013-11-18,COFFE,9.854249957908468e-05
2013-11-19,COFFE,0.00012340174913571207
2013-11-20,COFFE,0.0003604704333257953
2013-11-21,COFFE,0.00029974653889437307
2013-11-22,COFFE,0.0007087729576637032
2013-11-25,COFFE,0.00017325785442308598
2013-11-26,COFFE,6.462582884500451e-05
2013-11-27,COFFE,0.00012369491639862708
2013-11-29,COFFE,9.854249957908657e-05
2013-12-02,COFFE,0.00012647880222385423
2013-12-03,COFFE,9.827158018953102e-05
2013-12-04,COFFE,0.0001683549437212481
2013-12-05,COFFE,0.00019783289154383767
2013-12-06,COFFE,0.0
2013-12-09,COFFE,1.999633606073711e-06
2013-12-10,COFFE,0.0003146442609064083
2013-12-11,COFFE,4.3277380022742705e-05
2013-12-12,COFFE,1.911186074058674e-05
2013-12-13,COFFE,0.00023118877891545276
2013-12-16,COFFE,0.0
2013-12-17,COFFE,2.7511172206964327e-05
2013-12-18,COFFE,0.0
2013-12-19,COFFE,0.0002721778490621359
2013-12-20,COFFE,0.00027005396784463557
2013-12-23,COFFE,0.00016681769614664335
2013-12-24,COFFE,0.0002047487494200903
2013-12-26,COFFE,6.470480762178365e-05
2013-12-27,COFFE,0.00021412192042261996
2013-12-30,COFFE,0.0002752185220022594
2013-12-31,COFFE,0.0005251810106088182
2014-01-02,COFFE,0.00012852241867637455
2014-01-03,COFFE,0.0007963887853803011
2014-01-06,COFFE,0.0008484655680538399
2014-01-07,COFFE,0.0008926551103840106
2014-01-08,COFFE,0.00039397647934368213
2014-01-09,COFFE,0.00025693762172950414
2014-01-10,COFFE,0.00023546952673829367
2014-01-13,COFFE,0.00013272675891372592
2014-01-14,COFFE,0.00013989927420233125
2014-01-15,COFFE,0.0002756173831652667
2014-01-16,COFFE,0.00014783034188504694
2014-01-17,COFFE,8.50788103201961e-05
2014-01-21,COFFE,0.00039312583318792965
2014-01-22,COFFE,8.33427994529083e-05
2014-01-23,COFFE,0.00010796439051914644
2014-01-24,COFFE,5.796955566858392e-05
2014-01-27,COFFE,0.0005727396727774003
2014-01-28,COFFE,6.659020512522583e-05
2014-01-29,COFFE,0.00043117576003455217
2014-01-30,COFFE,0.00029521148660061584
2014-01-31,COFFE,0.000844664625606573
2014-02-03,COFFE,0.002747414586964971
2014-02-04,COFFE,0.0004717618157812568
2014-02-05,COFFE,0.0016689358433902967
2014-02-06,COFFE,0.0016220732873876737
2014-02-07,COFFE,0.0021895148165935736
2014-02-10,COFFE,0.0005515411496976339
2014-02-11,COFFE,0.00017296197389692416
2014-02-12,COFFE,0.0007106202846695621
2014-02-13,COFFE,0.0007588694859368661
2014-02-14,COFFE,0.00021612811353005024
2014-02-18,COFFE,0.004094617045895829
2014-02-19,COFFE,0.006713019753529165
2014-02-20,COFFE,0.002449898277342544
2014-02-21,COFFE,0.0002752336882518119
2014-02-24,COFFE,0.0009451158359313911
2014-02-25,COFFE,0.0005902056660925198
2014-02-26,COFFE,0.0003915737067795848
2014-02-27,COFFE,0.00011980662865088738
2014-02-28,COFFE,0.00012000844771571916
2014-03-03,COFFE,0.002059138736797636
2014-03-04,COFFE,0.0010006112813302388
2014-03-05,COFFE,0.0037195315191369447
2014-03-06,COFFE,0.000559616367183267
2014-03-07,COFFE,9.246602821950175e-06
2014-03-10,COFFE,5.662693038302246e-06
2014-03-11,COFFE,9.277894313854704e-06
2014-03-12,COFFE,3.507887666514024e-05
2014-03-13,COFFE,2.128944023738686e-06
2014-03-14,COFFE,6.454843847062992e-06
2014-03-17,COFFE,0.00017840166684695796
2014-03-18,COFFE,7.111423043855992e-06
2014-03-19,COFFE,0.0005164612544708935
2014-03-20,COFFE,0.0015782002235917641
2014-03-21,COFFE,0.0006143914722710438
2014-03-24,COFFE,0.001631871697016146
2014-03-25,COFFE,0.0001560634104916166
2014-03-26,COFFE,0.0006137613113191191
2014-03-27,COFFE,0.00012032903908737728
2014-03-28,COFFE,0.0002441736765083031
2014-03-31,COFFE,0.000521564126587191
2014-04-01,COFFE,0.00025549366550249613
2014-04-02,COFFE,0.0013027121760025185
2014-04-03,COFFE,0.0002077480055970743
2014-04-04,COFFE,0.0011433104029236355
2014-04-07,COFFE,0.0012497068307020262
2014-04-08,COFFE,0.0006612189626186514
2014-04-09,COFFE,0.0009660319894106185
2014-04-10,COFFE,0.0005348515285439368
2014-04-11,COFFE,0.0006697151907177694
2014-04-14,COFFE,0.000955585501363984
2014-04-15,COFFE,0.0022497401216148433
2014-04-16,COFFE,0.001855168872376183
2014-04-17,COFFE,0.0020539582040834162
2014-04-21,COFFE,0.00042498020015358645
2014-04-22,COFFE,0.002252501757084575
2014-04-23,COFFE,0.00024062066641962235
2014-04-24,COFFE,0.0003855683399010329
2014-04-25,COFFE,0.00047472412364673493
2014-04-28,COFFE,0.0002700859621199096
2014-04-29,COFFE,0.0024417091628875375
2014-04-30,COFFE,0.0004845189923240985
2014-05-01,COFFE,8.713665976111245e-06
2014-05-02,COFFE,3.5391744667222306e-07
2014-05-05,COFFE,0.0
2014-05-06,COFFE,6.459932101046865e-05
2014-05-07,COFFE,7.34768844443207e-06
2014-05-08,COFFE,0.00019847913314412205
2014-05-09,COFFE,0.0007901176479203227
2014-05-12,COFFE,0.0
2014-05-13,COFFE,0.0
2014-05-14,COFFE,1.3247969447903551e-05
2014-05-15,COFFE,0.0014041887464885817
2014-05-16,COFFE,0.0008010415278981073
2014-05-19,COFFE,0.0008010415278981073
2014-05-20,COFFE,0.00043329081921062617
2014-05-21,COFFE,0.0003122165670214102
2014-05-22,COFFE,0.0004778247803007439
2014-05-23,COFFE,0.00015250254022225842
2014-05-27,COFFE,0.000256082487455187
2014-05-28,COFFE,0.0008410010685972652
2014-05-29,COFFE,0.0004217040674268084
2014-05-30,COFFE,0.0004962562826981157
2014-06-02,COFFE,0.0006054947416671992
2014-06-03,COFFE,0.0006056227625228685
2014-06-04,COFFE,0.00024292547598802448
2014-06-05,COFFE,0.00011299008287264676
2014-06-06,COFFE,0.0003798897272625984
2014-06-09,COFFE,0.0005960554013474514
2014-06-10,COFFE,9.842414260851468e-05
2014-06-11,COFFE,0.0006758052940134414
2014-06-12,COFFE,0.0003282469007187876
2014-06-13,COFFE,0.0007672594334052803
2014-06-16,COFFE,0.00025095023697014723
2014-06-17,COFFE,0.0004658521830764411
2014-06-18,COFFE,0.00025803654112330985
2014-06-19,COFFE,0.00039672410315189115
2014-06-20,COFFE,0.0007331401442129214
2014-06-23,COFFE,9.62955303221884e-05
2014-06-24,COFFE,0.00022245957853190556
2014-06-25,COFFE,0.0004098437187266232
2014-06-26,COFFE,2.5484086788862947e-05
2014-06-27,COFFE,0.0018459255106254252
2014-06-30,COFFE,0.0002080927640487028
2014-07-01,COFFE,0.00020418267242689682
2014-07-02,COFFE,0.0
2014-07-03,COFFE,0.0
2014-07-07,COFFE,0.00036052179025945123
2014-07-08,COFFE,3.147732609932715e-06
2014-07-09,COFFE,3.147732609932715e-06
